"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
7.256661990E-1,1.363908947E-1,1.007976532E-1,9.892826080E0,9.894279686E0
7.282086990E-1,1.172483116E-1,1.223330572E-1,9.880862236E0,9.882315066E0
7.307511990E-1,8.135596663E-2,7.208377868E-2,9.847362518E0,9.847962400E0
7.332936990E-1,1.268195957E-1,1.007976532E-1,9.828220367E0,9.829555380E0
7.358361990E-1,1.004985496E-1,7.447660714E-2,9.806684494E0,9.807482220E0
7.383786990E-1,9.092725813E-2,9.601201117E-2,9.878469467E0,9.879354487E0
7.409211990E-1,1.052841991E-1,7.208377868E-2,9.888040543E0,9.888863767E0
7.434636990E-1,8.374879509E-2,1.319043487E-1,9.816255569E0,9.817498970E0
7.460061990E-1,6.221338734E-2,8.644071966E-2,9.734899521E0,9.735482073E0
7.485486990E-1,6.699903309E-2,6.490531564E-2,9.809077263E0,9.809520800E0
7.510911990E-1,1.124626622E-1,9.361918271E-2,9.880862236E0,9.881945706E0
7.536336990E-1,6.699903309E-2,1.175474152E-1,9.859326363E0,9.860254692E0
7.561761990E-1,1.196411327E-1,1.390828192E-1,9.844969749E0,9.846679004E0
7.587186990E-1,1.483550072E-1,1.582254022E-1,9.804291725E0,9.806690610E0
7.612611990E-1,1.148554832E-1,7.926224917E-2,9.861719131E0,9.862706450E0
7.638036990E-1,9.810572863E-2,6.969095767E-2,9.799506187E0,9.800245052E0
7.663461990E-1,1.100698411E-1,8.165507019E-2,9.847362518E0,9.848316175E0
7.688886990E-1,1.387837082E-1,9.361918271E-2,9.842576981E0,9.844000563E0
7.714311990E-1,1.579262912E-1,9.122636169E-2,9.749257088E0,9.750962861E0
7.739736990E-1,6.221338734E-2,8.165507019E-2,9.809077263E0,9.809614407E0
7.765161990E-1,1.004985496E-1,6.969095767E-2,9.914361954E0,9.915116224E0
7.790586990E-1,1.316052526E-1,7.208377868E-2,9.892826080E0,9.893964012E0
7.816011990E-1,1.172483116E-1,6.251249462E-2,9.775577545E0,9.776480518E0
7.841436990E-1,1.148554832E-1,6.729813665E-2,9.833005905E0,9.833906953E0
7.866861990E-1,1.483550072E-1,1.127617657E-1,9.833005905E0,9.834771454E0
7.892286990E-1,9.092725813E-2,4.097708687E-2,9.871291161E0,9.871794977E0
7.917711990E-1,8.853443712E-2,2.901297435E-2,9.907182693E0,9.907620755E0
7.943136990E-1,1.316052526E-1,6.729813665E-2,9.842576981E0,9.843686840E0
7.968561990E-1,1.196411327E-1,8.165507019E-2,9.763613701E0,9.764688118E0
7.993986990E-1,1.148554832E-1,6.011966988E-2,9.787542343E0,9.788400854E0
8.019411990E-1,1.483550072E-1,1.103689447E-1,9.866504669E0,9.868237173E0
8.044836990E-1,1.196411327E-1,8.883354068E-2,9.844969749E0,9.846097438E0
8.070261990E-1,1.052841991E-1,5.533402413E-2,9.840184212E0,9.840903004E0
8.095686990E-1,1.052841991E-1,8.644071966E-2,9.730113983E0,9.731067510E0
